      1,   2.48000002,  -13.3000002,           9.
      2,   2.48000002,        -13.5,           9.
      3,   2.33999991,        -13.5,           9.
      4,   2.33999991,  -13.3000002,           9.
      5,   2.48000002,        -13.5,          12.
      6,   2.33999991,        -13.5,          12.
      7,   2.33999991,  -13.3000002,          12.
      8,   2.48000002,  -13.3000002,          12.
      9,   2.48000002,  -14.8000002,           9.
     10,   2.48000002,  -14.8000002,           3.
     11,   2.70000005,  -14.8000002,           3.
     12,   2.70000005,  -14.8000002,           9.
     13,   2.48000002,        -13.5,           3.
     14,   2.70000005,        -13.5,           3.
     15,   2.70000005,        -13.5,           9.
     16,   2.48000002,  -14.8000002,           0.
     17,   2.70000005,  -14.8000002,           0.
     18,   2.48000002,        -13.5,           0.
     19,   2.70000005,        -13.5,           0.
     20,   2.48000002,  -14.8000002,          12.
     21,   2.70000005,  -14.8000002,          12.
     22,   2.70000005,        -13.5,          12.
     23,   2.33999991,        -13.5,           0.
     24,   2.33999991,        -13.5,           3.
     25,   2.48000002,  -13.3000002,           3.
     26,   2.48000002,  -13.3000002,           0.
     27,   2.33999991,  -13.3000002,           0.
     28,   2.33999991,  -13.3000002,           3.
     29,   2.20000005,        -13.5,           9.
     30,   2.20000005,  -13.3000002,           9.
     31,   2.20000005,        -13.5,          12.
     32,   2.20000005,  -13.3000002,          12.
     33,    2.9000001,  -13.3000002,           3.
     34,    2.9000001,  -13.3000002,           0.
     35,   2.33999991,  -14.8000002,           3.
     36,   2.33999991,  -14.8000002,           9.
     37,   2.20000005,  -14.8000002,           9.
     38,   2.20000005,  -14.8000002,           3.
     39,   2.20000005,        -13.5,           3.
     40,   2.33999991,  -14.8000002,          12.
     41,   2.33999991,  -14.8000002,           0.
     42,   2.20000005,  -14.8000002,           0.
     43,   2.20000005,        -13.5,           0.
     44,   2.05999994,        -13.5,           9.
     45,   2.05999994,  -13.3000002,           9.
     46,   2.05999994,        -13.5,          12.
     47,   2.05999994,  -13.3000002,          12.
     48,   2.05999994,        -13.5,           0.
     49,   2.05999994,        -13.5,           3.
     50,   2.20000005,  -13.3000002,           3.
     51,   2.20000005,  -13.3000002,           0.
     52,   2.05999994,  -13.3000002,           0.
     53,   2.05999994,  -13.3000002,           3.
     54,   2.20000005,  -14.8000002,          12.
     55,   1.91999996,        -13.5,           9.
     56,   1.91999996,  -13.3000002,           9.
     57,   1.91999996,        -13.5,          12.
     58,   1.91999996,  -13.3000002,          12.
     59,   2.05999994,  -14.8000002,           9.
     60,   2.05999994,  -14.8000002,           3.
     61,   2.05999994,  -14.8000002,          12.
     62,   2.05999994,  -14.8000002,           0.
     63,   1.91999996,        -13.5,           0.
     64,   1.91999996,        -13.5,           3.
     65,   1.91999996,  -13.3000002,           0.
     66,   1.91999996,  -13.3000002,           3.
     67,           0.,  -13.3000002,          12.
     68,           0.,        -13.5,          12.
     69,           0.,  -13.3000002,           9.
     70,           0.,        -13.5,           9.
     71,   1.91999996,  -14.8000002,           3.
     72,   1.91999996,  -14.8000002,           0.
     73,   1.91999996,  -14.8000002,          12.
     74,   1.91999996,  -14.8000002,           9.
     75,   3.20000005, -0.725000024,           9.
     76,   3.20000005, -0.725000024,           3.
     77,   3.20000005,          -1.,           3.
     78,   3.20000005,          -1.,           9.
     79,        2.625, -0.725000024,           9.
     80,        2.625, -0.725000024,           3.
     81,    2.9000001,          -1.,           3.
     82,    2.9000001,          -1.,           9.
     83,    3.7750001, -0.725000024,           3.
     84,          3.5,          -1.,           3.
     85,   3.20000005, -0.725000024,           0.
     86,    3.7750001, -0.725000024,           0.
     87,          3.5,          -1.,           0.
     88,   3.20000005,          -1.,           0.
     89,    3.7750001, -0.725000024,          12.
     90,    3.7750001, -0.725000024,           9.
     91,   4.05000019, -0.449999988,           9.
     92,   4.05000019, -0.449999988,          12.
     93,   3.20000005, -0.449999988,           9.
     94,   3.20000005, -0.449999988,          12.
     95,   3.20000005, -0.725000024,          12.
     96,        2.625, -0.725000024,           0.
     97,    2.9000001,          -1.,           0.
     98,   3.20000005, -0.449999988,           3.
     99,   4.05000019, -0.449999988,           3.
    100,        2.625, -0.725000024,          12.
    101,    2.9000001,          -1.,          12.
    102,   3.20000005,          -1.,          12.
    103,  0.805000007, -0.200000003,           9.
    104,  0.975000024, -0.200000003,           9.
    105,  0.975000024,           0.,           9.
    106,  0.805000007,           0.,           9.
    107,  0.805000007, -0.200000003,          12.
    108,  0.975000024, -0.200000003,          12.
    109,  0.975000024,           0.,          12.
    110,  0.805000007,           0.,          12.
    111,   4.05000019, -0.200000003,           0.
    112,   4.23500013, -0.200000003,           0.
    113,   4.23500013, -0.433913052,           0.
    114,   4.05000019, -0.449999988,           0.
    115,   4.05000019, -0.200000003,           3.
    116,   4.23500013, -0.200000003,           3.
    117,   4.23500013, -0.433913052,           3.
    118,   3.20000005, -0.200000003,          12.
    119,   3.20000005, -0.200000003,           9.
    120,    2.3499999, -0.200000003,          12.
    121,    2.3499999, -0.200000003,           9.
    122,    2.3499999, -0.449999988,           9.
    123,    2.3499999, -0.449999988,          12.
    124,   3.20000005, -0.200000003,           3.
    125,   3.20000005, -0.200000003,           0.
    126,   3.20000005, -0.449999988,           0.
    127,   4.05000019, -0.200000003,          12.
    128,   4.05000019, -0.200000003,           9.
    129,    2.3499999, -0.200000003,           3.
    130,    2.3499999, -0.200000003,           0.
    131,    2.3499999, -0.449999988,           0.
    132,    2.3499999, -0.449999988,           3.
    133,   4.23500013, -0.200000003,          12.
    134,   4.40500021, -0.200000003,          12.
    135,   4.40500021,           0.,          12.
    136,   4.23500013,           0.,          12.
    137,   4.23500013, -0.200000003,           9.
    138,   4.40500021, -0.200000003,           9.
    139,   4.40500021,           0.,           9.
    140,   4.23500013,           0.,           9.
    141,           0., -0.200000003,           0.
    142,  0.465000004, -0.200000003,           0.
    143,  0.465000004, -0.289574474,           0.
    144,           0.,        -0.25,           0.
    145,           0., -0.200000003,           3.
    146,  0.465000004, -0.200000003,           3.
    147,  0.465000004, -0.289574474,           3.
    148,           0.,        -0.25,           3.
    149,   4.23500013, -0.433913052,           9.
    150,  0.465000004, -0.200000003,           9.
    151,  0.465000004, -0.289574474,           9.
    152,           0.,        -0.25,           9.
    153,           0., -0.200000003,           9.
    154,   0.63499999, -0.200000003,           3.
    155,  0.805000007, -0.200000003,           3.
    156,  0.805000007, -0.318510652,           3.
    157,   0.63499999, -0.304042548,           3.
    158,  0.805000007, -0.318510652,           9.
    159,   0.63499999, -0.304042548,           9.
    160,   0.63499999, -0.200000003,           9.
    161,   0.63499999, -0.200000003,           0.
    162,  0.805000007, -0.200000003,           0.
    163,  0.805000007, -0.318510652,           0.
    164,   0.63499999, -0.304042548,           0.
    165,           0., -0.200000003,          12.
    166,  0.465000004, -0.200000003,          12.
    167,  0.465000004,           0.,          12.
    168,           0.,           0.,          12.
    169,  0.465000004,           0.,           9.
    170,           0.,           0.,           9.
    171,  0.465000004,           0.,           3.
    172,   0.63499999,           0.,           3.
    173,  0.465000004,           0.,           0.
    174,   0.63499999,           0.,           0.
    175,   0.63499999,           0.,           9.
    176,   0.63499999, -0.200000003,          12.
    177,   0.63499999,           0.,          12.
    178,  0.975000024, -0.200000003,           0.
    179,   1.14499998, -0.200000003,           0.
    180,   1.14499998, -0.347446799,           0.
    181,  0.975000024, -0.332978725,           0.
    182,  0.975000024, -0.200000003,           3.
    183,   1.14499998, -0.200000003,           3.
    184,   1.14499998, -0.347446799,           3.
    185,  0.975000024, -0.332978725,           3.
    186,   1.14499998, -0.200000003,           9.
    187,   1.14499998, -0.347446799,           9.
    188,  0.975000024, -0.332978725,           9.
    189,  0.975000024,           0.,           3.
    190,  0.805000007,           0.,           3.
    191,  0.805000007,           0.,           0.
    192,  0.975000024,           0.,           0.
    193,   1.65499997, -0.200000003,          12.
    194,   1.82500005, -0.200000003,          12.
    195,   1.82500005,           0.,          12.
    196,   1.65499997,           0.,          12.
    197,   1.65499997, -0.200000003,           9.
    198,   1.82500005, -0.200000003,           9.
    199,   1.82500005,           0.,           9.
    200,   1.65499997,           0.,           9.
    201,   1.14499998, -0.200000003,          12.
    202,   1.14499998,           0.,          12.
    203,   1.14499998,           0.,           9.
    204,   1.31500006, -0.200000003,           9.
    205,   1.31500006,           0.,           9.
    206,   1.31500006, -0.200000003,           3.
    207,   1.31500006,           0.,           3.
    208,   1.14499998,           0.,           3.
    209,   1.31500006, -0.200000003,           0.
    210,   1.14499998,           0.,           0.
    211,   1.31500006,           0.,           0.
    212,   1.48500001, -0.200000003,           0.
    213,   1.48500001, -0.376382977,           0.
    214,   1.31500006, -0.361914903,           0.
    215,   1.48500001, -0.200000003,           3.
    216,   1.48500001, -0.376382977,           3.
    217,   1.31500006, -0.361914903,           3.
    218,   1.48500001, -0.200000003,           9.
    219,   1.48500001, -0.376382977,           9.
    220,   1.31500006, -0.361914903,           9.
    221,   1.31500006, -0.200000003,          12.
    222,   1.31500006,           0.,          12.
    223,   1.48500001,           0.,           9.
    224,   1.65499997, -0.200000003,           3.
    225,   1.65499997,           0.,           3.
    226,   1.48500001,           0.,           3.
    227,   1.65499997, -0.200000003,           0.
    228,   1.48500001,           0.,           0.
    229,   1.65499997,           0.,           0.
    230,   1.48500001, -0.200000003,          12.
    231,   1.48500001,           0.,          12.
    232,   2.16499996, -0.200000003,           3.
    233,        1.995, -0.200000003,           3.
    234,        1.995,           0.,           3.
    235,   2.16499996,           0.,           3.
    236,   2.16499996, -0.200000003,           0.
    237,        1.995, -0.200000003,           0.
    238,        1.995,           0.,           0.
    239,   2.16499996,           0.,           0.
    240,   1.82500005, -0.200000003,           3.
    241,   1.82500005, -0.405319154,           3.
    242,   1.65499997, -0.390851051,           3.
    243,   1.82500005, -0.405319154,           9.
    244,   1.65499997, -0.390851051,           9.
    245,        1.995, -0.200000003,           9.
    246,   2.16499996, -0.200000003,           9.
    247,   2.16499996,           0.,           9.
    248,        1.995,           0.,           9.
    249,   1.82500005, -0.200000003,           0.
    250,   1.82500005, -0.405319154,           0.
    251,   1.65499997, -0.390851051,           0.
    252,        1.995, -0.200000003,          12.
    253,        1.995,           0.,          12.
    254,   2.16499996, -0.434255332,           9.
    255,   2.16499996, -0.200000003,          12.
    256,   2.16499996, -0.434255332,          12.
    257,   1.82500005,           0.,           3.
    258,   1.82500005,           0.,           0.
    259,   2.16499996,           0.,          12.
    260,    2.3499999,           0.,           3.
    261,    2.3499999,           0.,           9.
    262,    2.3499999,           0.,           0.
    263,   4.40500021, -0.200000003,           3.
    264,   4.40500021,           0.,           3.
    265,   4.23500013,           0.,           3.
    266,   4.23500013, -0.433913052,          12.
    267,   4.40500021, -0.200000003,           0.
    268,   4.23500013,           0.,           0.
